id,angular_moment,contrast,variance,idm,sum_average,entropy,sum_variance,sum_entropy,difference_variance,difference_entropy
lsl-00_1,6557468832.0,18422980.0,2.8181436899845304e+18,89784.11114884065,9589799.0,125825.45398488065,1.19127991418057e+19,-506460.05891485926,3.4186310210393676e+16,536224.9081989017
lsl-00_2,6334235840.0,16018212.0,2.990942644468019e+18,88389.10070094871,9812248.0,127674.67909821449,1.247189486396109e+19,-500088.87516344205,3.778109612379069e+16,539824.894338787
lsl-00_3,6328023242.0,16603156.0,3.1421794080302653e+18,88993.09057940322,10092994.0,126735.30478191454,1.3195784352266686e+19,-501131.9498017418,3.522869541206283e+16,537095.1064886209
lsl-00_4,6780769176.0,17705986.0,2.685219190508652e+18,90322.6553540932,9323209.0,126847.5839919972,1.1259677184836649e+19,-508070.0458397997,3.525199993258865e+16,540464.8559018535
ml-00_1,6885676130.0,17411620.0,3.7842042351995756e+18,93762.77039549482,10956414.0,129152.35890814215,1.5550094543365364e+19,-509815.0584627734,3.510895692226829e+16,555682.045239754
ml-00_2,4330240324.0,16795030.0,4.852518797855539e+18,84407.6292339455,12416855.0,129749.1595991978,1.997190199188492e+19,-465094.5310288816,3.690428232506772e+16,538039.5811249595
ml-00_3,5367489742.0,14375170.0,4.1538103342841523e+18,89030.59085321132,11474117.0,129686.27776815309,1.7054334022631717e+19,-485377.3358289865,3.5525641154882176e+16,548237.153265228
ml-00_4,7123344644.0,19644522.0,1.872344792229224e+18,90519.59039283152,7928505.0,122041.78610349097,8.142831820856778e+18,-522158.4942226492,3.123340645156589e+16,526024.7312495952
nhz-00_1,6493296162.0,19321556.0,2.763826929013326e+18,88800.91189538714,9597206.0,123046.20839435467,1.1931183896457488e+19,-508712.4009613569,3.4622757213682696e+16,524138.38702339795
nhz-00_2,6631758084.0,18650792.0,2.3675879807539937e+18,88476.39852787966,8954027.0,121155.98694084627,1.0385556310993562e+19,-514794.16686576465,3.119794495399689e+16,517899.9099737018
nhz-00_3,4962439788.0,15830668.0,3.7082402426229693e+18,84181.30373749117,11022893.0,125792.3322509796,1.573932512656298e+19,-480109.58067885466,3.569197525536735e+16,522674.5417005812
nhz-00_4,6675499268.0,19774028.0,2.4662682223801303e+18,89219.64588584693,9120173.0,121565.60510782013,1.0774555823988468e+19,-514760.1423113062,3.1503330712265944e+16,520648.6563774713
rj-00_1,7338621984.0,20983058.0,1.7318020072472353e+18,92848.6490692111,7626383.0,121686.89414497423,7.53407494434544e+18,-528046.9813727016,3.1016783719043304e+16,531938.493724282
rj-00_2,6732185458.0,17892624.0,2.146896368415051e+18,90199.59856708933,8424520.0,124008.03604468271,9.193570121500791e+18,-512663.36478714825,3.2800467614199296e+16,531974.0902959459
rj-00_3,6774081934.0,20267178.0,1.7769608865280778e+18,90535.5417335775,7724470.0,121907.682516894,7.729121311520268e+18,-517566.51682912785,3.2508105223913304e+16,526352.7388471573
rj-00_4,6648073428.0,18545014.0,2.0363957890197028e+18,91108.16115162754,8218139.0,123375.07169563197,8.748640681694509e+18,-514947.41875826486,3.2767550883192624e+16,533603.1589590756
syj-00_1,5782876672.0,18544310.0,3.801310974599693e+18,85633.46053159948,11103201.0,126842.49108956354,1.5969515717085932e+19,-491677.45946227515,4.650921628924931e+16,531740.5839724344
syj-00_2,5960838588.0,19171534.0,3.0614198646773893e+18,87296.16817575217,10012197.0,125448.72485078294,1.2985345393218322e+19,-497219.6686569133,4.068473344698547e+16,529015.6790965138
syj-00_3,6093625556.0,17721536.0,3.812543192117417e+18,88289.03789043013,11063612.0,128013.88496860168,1.58558518265583e+19,-495665.13731629285,4.265658437081154e+16,540355.6067432446
syj-00_4,6233406420.0,16871022.0,3.4952933656674094e+18,89506.82342774373,10606230.0,127570.58507288506,1.4571949615631137e+19,-498861.07854509907,3.996745565916686e+16,541574.1800785614
wl-00_1,3664372430.0,17299788.0,3.7931184555430333e+18,74976.5421527914,11353693.0,121607.51513875932,1.6698134796180806e+19,-460822.83912907296,4.54160048293133e+16,491483.9141495813
wl-00_2,4477697960.0,15681724.0,3.5946836114380334e+18,76990.33047710551,11091878.0,120546.72003249316,1.5936887544778473e+19,-477379.6640030339,4.120115357980035e+16,493995.26156414475
wl-00_3,4462271948.0,16551258.0,3.247381431000372e+18,76508.6314967515,10564802.0,120189.25282278433,1.445824966575231e+19,-476781.02991886734,4.300336951240669e+16,490129.25874660024
wl-00_4,3774716624.0,15435472.0,4.5117828173230546e+18,75156.81190420843,12318604.0,123042.47389854294,1.9657001499033137e+19,-459398.6326627876,4.284207934047629e+16,496926.12736192974
wq-00_1,7180241232.0,18306154.0,2.785668053190433e+18,92661.66555778547,9477142.0,127055.75587426903,1.1634562759698485e+19,-514746.2401282098,3.535323667505444e+16,546247.1479475339
wq-00_2,7445702770.0,19310322.0,2.366218545416492e+18,93460.05926007159,8747823.0,126715.9628405153,9.912768934653684e+18,-519639.7883369957,3.497046511419988e+16,546752.2695553531
wq-00_3,7476993750.0,20667042.0,1.628610976283243e+18,92633.892443373,7388715.0,122061.28670013875,7.071808533811633e+18,-527904.1465452878,2.9600569990082536e+16,530908.0732468027
wq-00_4,7060590280.0,18202586.0,2.5404316264468895e+18,92264.26977897041,9066905.0,126746.1184016937,1.0649106964649904e+19,-512973.799561976,3.526313895213955e+16,544308.5517850094
wyc-00_1,6629803354.0,17526626.0,2.586926260573231e+18,89597.02046211816,9031975.0,130505.83065829985,1.0567242539205138e+19,-502469.28927262477,3.870229797958091e+16,551206.1041231755
wyc-00_2,6641024662.0,18840220.0,2.0731248058564948e+18,89815.72581723108,8157791.0,128092.58036790165,8.620657817471351e+18,-506117.7663582307,4.022112840862517e+16,542952.5480645945
wyc-00_3,6070538878.0,17413838.0,2.8102257434567194e+18,88245.56953606354,9415070.0,130616.99459956356,1.148268216365871e+19,-493713.90559130034,4.244006068418852e+16,547130.1858090456
wyc-00_4,5507609972.0,14111384.0,2.9479038183823053e+18,85694.56069732901,9615587.0,131854.28323613905,1.1977001843542483e+19,-483870.1618668804,3.612793239612216e+16,546480.7122532178
xch-00_1,6024377328.0,18328628.0,3.3894768041715195e+18,87501.15178589395,10494043.0,126528.7152118827,1.4265298586239056e+19,-496106.87899755297,3.948956168897396e+16,533518.9334103741
xch-00_2,6594741732.0,17846284.0,3.307770084704693e+18,89461.79157988394,10352764.0,126795.45336620985,1.3883785163843006e+19,-505031.0779481191,3.78653535965745e+16,537474.3212932253
xch-00_3,6369928798.0,16039220.0,2.234752136012611e+18,87194.3395616369,8674752.0,122170.780579227,9.747814063277986e+18,-508364.22784002475,3.085497737769181e+16,517583.8654716079
xch-00_4,6739644072.0,18520926.0,3.2942641280020854e+18,90291.00296629783,10309413.0,127339.39276608684,1.3767760319187069e+19,-506698.44878432807,3.741213035688309e+16,541253.3760323913
xxj-00_1,7504630748.0,18866772.0,2.260273119250027e+18,94135.15254058875,8508014.0,128026.45654477343,9.376739496533772e+18,-519890.45470097417,3.79489450165129e+16,553181.8996338021
xxj-00_2,5529290438.0,14507138.0,3.109341912057127e+18,89801.30887025171,9931577.0,129526.691795463,1.27771050946705e+19,-488503.1631689768,3.4125405848607496e+16,548895.4784042115
xxj-00_3,7173560186.0,18844328.0,2.1275728759279839e+18,92489.00526843485,8267166.0,127775.3917274221,8.853368687920981e+18,-514310.16648564703,3.927540749937544e+16,547991.7342813966
xxj-00_4,7855609554.0,18113668.0,2.508311686465295e+18,95349.85254455506,8945284.0,128417.25448515906,1.0365349622421398e+19,-524050.8376187618,3.62036787953654e+16,556782.9545269473
yjf-00_1,5700984244.0,19529500.0,2.8186813378936187e+18,84707.16444332105,9714995.0,122824.50377173114,1.222584548238471e+19,-496210.9143233828,3.7710840993194296e+16,515387.3945787507
yjf-00_2,5652322866.0,19148604.0,2.7581461755510523e+18,84081.91517422677,9653126.0,121619.1371255357,1.20706126110422e+19,-497002.96434122167,3.527264300459447e+16,510595.04116394866
yjf-00_3,5829869470.0,18800124.0,2.532911787243161e+18,85920.36033817632,9271215.0,120862.41049759017,1.1134386897828508e+19,-501877.050632159,3.2674365512461656e+16,512138.05864461657
yjf-00_4,5653087506.0,18697620.0,2.9462886971666493e+18,84819.40023549699,9915276.0,123303.3835133998,1.2735135622538932e+19,-494252.89018126513,3.627896825486883e+16,516742.0602205023
zc-00_1,3817996200.0,15852788.0,6.788579189060464e+18,77745.37990390786,14660076.0,130775.33759513625,2.7839979117004014e+19,-450831.0272406963,5.345285960147451e+16,529544.3981771624
zc-00_2,4584562750.0,17542200.0,6.497583896415518e+18,79943.59827594405,14380831.0,130114.33212650879,2.6789479013438026e+19,-464176.51796612766,5.405286045186981e+16,529357.1056587963
zc-00_3,4502809582.0,16976832.0,6.252979315020584e+18,80086.79600309156,14124616.0,129352.6916935769,2.584339182666863e+19,-465772.7929428825,5.260613305765894e+16,529880.4894484119
zc-00_4,3808942872.0,16128696.0,5.654373902801708e+18,75665.10389501874,13535960.0,128125.84807324327,2.373415745092719e+19,-452247.0563141306,5.0756765276899624e+16,513422.04835743085
zdx-00_1,2657912888.0,14694158.0,6.416919814463755e+18,77955.044684738,14293207.0,129852.43457368894,2.646400987518172e+19,-437109.2019891842,4.125381987250183e+16,527235.1568229769
zdx-00_2,5317625380.0,20184702.0,4.1072358099242476e+18,83459.80973376922,11639013.0,124791.40471243576,1.7547980812834824e+19,-485935.96032104915,4.279706997021535e+16,518298.43176951056
zdx-00_3,5419586068.0,17544854.0,4.245078768706396e+18,84362.31640729726,11752323.0,126563.21641458943,1.7891336294578338e+19,-485149.7299025251,4.156038337137819e+16,527138.1252183529
zdx-00_4,5272230568.0,18333676.0,4.847083436418168e+18,84403.81011842203,12473152.0,128330.22020832535,2.015340028057419e+19,-480532.1364125155,4.620633481830833e+16,533465.7581708948
zjg-00_1,5945665956.0,14804920.0,3.515475918789371e+18,89656.26741152875,10444741.0,132902.95053147507,1.4131632932814447e+19,-491029.84366606304,3.885687227575216e+16,559314.6223835807
zjg-00_2,7388852746.0,20477992.0,9.046533364825037e+17,92395.0643231738,5508853.0,122061.85416755652,3.9310949852851466e+18,-530095.939199064,3.3642028560618176e+16,531240.519646182
zjg-00_3,7301731254.0,15643514.0,2.982949417029089e+18,94417.23883565275,9654106.0,131233.11251039628,1.207315581065061e+19,-514466.6792079247,3.691989852175301e+16,565167.4501541414
zjg-00_4,6468975018.0,13890502.0,3.3044706427225667e+18,91112.52002577436,10150010.0,132305.97025211604,1.3345342511159968e+19,-500256.76395247673,3.2043155958850204e+16,560242.9967349727
zl-00_1,2102367184.0,21517308.0,5.091266799213363e+18,83071.09327099193,12658743.0,129618.38354350366,2.0757628479125e+19,-453078.20315704227,8.04458063587281e+16,547226.432861462
zl-00_2,4116145624.0,18745458.0,4.775766820016853e+18,82096.01751932359,12390312.0,127682.28412491998,1.988658975775472e+19,-467246.80351225863,5.965199198590422e+16,531436.6638807991
